"","x"
"(Intercept)",-109.338329447313
"month",5.41873349629255
"day",-0.0854529749001142
"hour",-0.498138390850769
"DayofWeek",1.40838818246939
"Weekday",39.5398750963967
"Peakhour",39.8801783413052
"Temperature",0.996310416970681
