"","x"
"(Intercept)",-31.8690810342255
"month",-0.593603778465926
"day",-0.427148671043773
"hour",0.308573124982142
"DayofWeek",4.89820882824045
"Weekday",70.6110135126333
"Peakhour",108.545699239658
"Temperature",0.0600374697835468
